title,price,item_id,genres_Action,genres_Adventure,genres_Free to Play,t_recom,t_sent_neg,t_sent_pos
subspace continuum,0.0,352700,0,0,0,1,0,1
subspace continuum,0.0,352700,0,0,1,1,0,1
vapour,9.99,345440,1,0,0,2,1,1
vapour,9.99,345440,0,1,0,2,1,1
vapour,9.99,345440,0,0,0,2,1,1
infinifactory,24.99,300570,0,0,0,3,1,2
the sandbox,4.99,265810,0,0,0,2,1,2
kings of kung fu,9.99,316930,1,0,0,1,0,1
kings of kung fu,9.99,316930,0,0,0,1,0,1
portal stories: mel,0.0,317400,1,0,0,16,3,14
portal stories: mel,0.0,317400,0,1,0,16,3,14
portal stories: mel,0.0,317400,0,0,1,16,3,14
batman™: arkham knight,19.99,208650,1,0,0,32,12,38
batman™: arkham knight,19.99,208650,0,1,0,32,12,38
super 3-d noah's ark,4.99,371180,1,0,0,1,0,1
total war: attila - the last roman campaign pack,14.99,343462,0,0,0,1,0,1
cheats 4 hire,4.99,374450,0,0,0,0,0,1
spacecorn,0.99,380580,1,0,0,0,1,0
spacecorn,0.99,380580,0,1,0,0,1,0
spacecorn,0.99,380580,0,0,0,0,1,0
super chibi knight,4.99,283080,1,0,0,1,0,1
super chibi knight,4.99,283080,0,1,0,1,0,1
super chibi knight,4.99,283080,0,0,0,1,0,1
interstellar rift,14.99,363360,1,0,0,1,0,1
interstellar rift,14.99,363360,0,0,0,1,0,1
devil may cry® 4 special edition,24.99,329050,1,0,0,1,0,1
galagan's island: reprymian rising,1.99,378850,1,0,0,1,1,0
galagan's island: reprymian rising,1.99,378850,0,0,0,1,1,0
eternal senia,0.0,351640,1,0,0,13,4,9
eternal senia,0.0,351640,0,0,1,13,4,9
eternal senia,0.0,351640,0,0,0,13,4,9
monster jam battlegrounds,9.99,336250,1,0,0,0,0,1
monster jam battlegrounds,9.99,336250,0,0,0,0,0,1
kholat,19.99,343710,0,1,0,1,1,0
kholat,19.99,343710,0,0,0,1,1,0
out of reach,14.99,327090,1,0,0,1,1,2
out of reach,14.99,327090,0,1,0,1,1,2
out of reach,14.99,327090,0,0,0,1,1,2
project cars - racing icons car pack,3.49,334772,0,0,0,1,0,1
seduce me the otome,0.0,367120,0,0,0,4,0,4
12 labours of hercules ii: the cretan bull,2.99,360640,0,0,0,1,1,1
bitweb,0.0,375220,0,0,0,1,0,1
bitweb,0.0,375220,0,0,1,1,0,1
audition online,0.0,349720,0,0,0,0,1,0
audition online,0.0,349720,0,0,1,0,1,0
new kind of adventure,0.99,375510,0,1,0,4,0,5
new kind of adventure,0.99,375510,0,0,0,4,0,5
dirty bomb®,0.0,333930,1,0,0,94,23,106
dirty bomb®,0.0,333930,0,0,1,94,23,106
you are not the hero,14.99,268970,0,1,0,1,0,1
you are not the hero,14.99,268970,0,0,0,1,0,1
pixel dungeon,4.99,365900,0,1,0,0,1,0
pixel dungeon,4.99,365900,0,0,0,0,1,0
rebuild 3: gangs of deadsville,14.99,257170,0,0,0,2,0,2
the fruit of grisaia,39.99,345610,0,1,0,2,0,2
the fruit of grisaia,39.99,345610,0,0,0,2,0,2
gaokao.love.100days,9.99,347620,0,1,0,1,0,1
gaokao.love.100days,9.99,347620,0,0,0,1,0,1
avenging angel,9.99,367240,1,0,0,0,1,0
avenging angel,9.99,367240,0,1,0,0,1,0
avenging angel,9.99,367240,0,0,0,0,1,0
hyperdimension neptunia re;birth2: sisters generation / 超次次元ゲイム ネプテューヌre;birth2,29.99,351710,0,0,0,4,0,5
the next penelope,12.99,332250,1,0,0,1,0,1
the next penelope,12.99,332250,0,0,0,1,0,1
shark attack deathmatch 2,2.99,330580,1,0,0,1,0,1
shark attack deathmatch 2,2.99,330580,0,0,0,1,0,1
star horizon,4.99,352960,1,0,0,1,0,1
star horizon,4.99,352960,0,0,0,1,0,1
locoland,4.99,352130,0,0,0,1,0,1
labyrinthine dreams,1.99,278570,0,1,0,0,0,1
labyrinthine dreams,1.99,278570,0,0,0,0,0,1
magicka 2,14.99,238370,1,0,0,2,2,4
magicka 2,14.99,238370,0,1,0,2,2,4
audiosurf 2,14.99,235800,0,0,0,13,0,13
loop: a tranquil puzzle game,4.99,370150,0,0,0,1,0,1
zombie zoeds,4.99,366890,1,0,0,0,1,0
zombie zoeds,4.99,366890,0,1,0,0,1,0
zombie zoeds,4.99,366890,0,0,0,0,1,0
dev guy,0.0,351800,0,1,0,7,1,6
dev guy,0.0,351800,0,0,1,7,1,6
dev guy,0.0,351800,0,0,0,7,1,6
regency solitaire,9.99,351090,0,0,0,1,0,1
s.k.i.l.l. - special force 2 (shooter),0.0,286940,1,0,0,0,0,1
s.k.i.l.l. - special force 2 (shooter),0.0,286940,0,1,0,0,0,1
s.k.i.l.l. - special force 2 (shooter),0.0,286940,0,0,1,0,0,1
s.k.i.l.l. - special force 2 (shooter),0.0,286940,0,0,0,0,0,1
castaway paradise - town building sim,14.99,304950,0,1,0,1,0,1
castaway paradise - town building sim,14.99,304950,0,0,0,1,0,1
crosscode,19.99,368340,0,0,0,1,0,1
grey cubes,0.99,371500,1,0,0,1,0,1
grey cubes,0.99,371500,0,0,0,1,0,1
higurashi when they cry hou - ch.1 onikakushi,5.99,310360,0,1,0,2,1,1
not a hero,12.99,274270,1,0,0,3,1,2
not a hero,12.99,274270,0,1,0,3,1,2
not a hero,12.99,274270,0,0,0,3,1,2
axiom verge,19.99,332200,1,0,0,1,0,1
axiom verge,19.99,332200,0,1,0,1,0,1
axiom verge,19.99,332200,0,0,0,1,0,1
"invisible, inc.",19.99,243970,1,0,0,4,0,4
"invisible, inc.",19.99,243970,0,0,0,4,0,4
despair,0.99,368990,1,0,0,3,1,3
despair,0.99,368990,0,1,0,3,1,3
despair,0.99,368990,0,0,0,3,1,3
quintet,0.0,340350,1,0,0,1,0,2
quintet,0.0,340350,0,0,1,1,0,2
quintet,0.0,340350,0,0,0,1,0,2
pongo,0.99,369000,1,0,0,1,0,1
pongo,0.99,369000,0,1,0,1,0,1
pongo,0.99,369000,0,0,0,1,0,1
shrooms,14.99,361330,1,0,0,0,0,1
shrooms,14.99,361330,0,1,0,0,0,1
shrooms,14.99,361330,0,0,0,0,0,1
rustbucket rumble,0.0,351140,1,0,0,0,0,1
rustbucket rumble,0.0,351140,0,0,0,0,0,1
rustbucket rumble,0.0,351140,0,0,1,0,0,1
controller companion,2.99,367670,0,0,0,1,0,1
wolfenstein: the old blood,19.99,350080,1,0,0,4,0,4
black mesa,19.99,362890,1,0,0,14,1,15
black mesa,19.99,362890,0,1,0,14,1,15
black mesa,19.99,362890,0,0,0,14,1,15
rocketsrocketsrockets,6.99,289760,1,0,0,3,0,3
rocketsrocketsrockets,6.99,289760,0,0,0,3,0,3
one manga day,0.0,365070,0,1,0,1,0,1
one manga day,0.0,365070,0,0,0,1,0,1
one manga day,0.0,365070,0,0,1,1,0,1
gemcraft - chasing shadows,9.99,296490,1,0,0,1,0,1
gemcraft - chasing shadows,9.99,296490,0,0,0,1,0,1
block n load,0.0,299360,1,0,0,21,8,26
block n load,0.0,299360,0,0,1,21,8,26
block n load,0.0,299360,0,0,0,21,8,26
canabalt,2.99,358960,1,0,0,1,0,1
canabalt,2.99,358960,0,0,0,1,0,1
metal slug defense,0.0,356310,1,0,0,0,0,1
metal slug defense,0.0,356310,0,0,1,0,0,1
software inc.,13.99,362620,0,0,0,1,0,1
endless legend™ - guardians,9.99,357360,0,0,0,1,0,1
time ramesside (a new reckoning),4.99,290650,1,0,0,0,1,0
time ramesside (a new reckoning),4.99,290650,0,1,0,0,1,0
time ramesside (a new reckoning),4.99,290650,0,0,0,0,1,0
chroma squad,14.99,251130,0,0,0,1,0,1
basement,9.99,340150,0,0,0,2,0,3
narcissu 1st &amp; 2nd,0.0,264380,0,0,0,16,4,12
state of decay: yose,29.99,329430,1,0,0,1,0,1
state of decay: yose,29.99,329430,0,0,0,1,0,1
kerbal space program,39.99,220200,0,0,0,129,15,114
cosmochoria,9.99,293240,1,0,0,1,0,1
cosmochoria,9.99,293240,0,1,0,1,0,1
cosmochoria,9.99,293240,0,0,0,1,0,1
shadowrun chronicles - boston lockdown,19.99,267750,0,0,0,1,0,1
verdun,24.99,242860,1,0,0,69,14,60
verdun,24.99,242860,0,0,0,69,14,60
star wars™: tie fighter special edition,9.99,355250,1,0,0,1,1,0
shantae and the pirate's curse,19.99,345820,1,0,0,2,1,1
shantae and the pirate's curse,19.99,345820,0,1,0,2,1,1
shantae and the pirate's curse,19.99,345820,0,0,0,2,1,1
assassin’s creed® chronicles: china,9.99,354380,1,0,0,1,1,1
assassin’s creed® chronicles: china,9.99,354380,0,1,0,1,1,1
404sight,0.0,361630,1,0,0,4,0,5
404sight,0.0,361630,0,0,0,4,0,5
survival: postapocalypse now,4.99,351290,1,0,0,8,4,8
survival: postapocalypse now,4.99,351290,0,1,0,8,4,8
survival: postapocalypse now,4.99,351290,0,0,0,8,4,8
grand theft auto v,39.99,271590,1,0,0,215,47,209
grand theft auto v,39.99,271590,0,1,0,215,47,209
mortal kombat x,19.99,307780,1,0,0,15,9,19
kombat pack,9.99,347880,1,0,0,0,0,1
escape machines,0.99,363490,1,0,0,0,0,1
escape machines,0.99,363490,0,1,0,0,0,1
escape machines,0.99,363490,0,0,0,0,0,1
freshman year,0.0,364450,0,0,0,1,1,1
stardrive 2,29.99,252450,0,0,0,2,1,1
i am bread,12.99,327890,1,0,0,15,3,16
i am bread,12.99,327890,0,1,0,15,3,16
i am bread,12.99,327890,0,0,0,15,3,16
primal carnage: extinction,12.99,321360,1,0,0,6,2,6
primal carnage: extinction,12.99,321360,0,0,0,6,2,6
space beast terror fright,14.99,357330,1,0,0,1,0,1
space beast terror fright,14.99,357330,0,0,0,1,0,1
the mystery of the druids,4.99,343000,0,1,0,1,0,1
voidexpanse,14.99,324260,1,0,0,1,0,1
voidexpanse,14.99,324260,0,0,0,1,0,1
titan souls,14.99,297130,1,0,0,3,3,0
titan souls,14.99,297130,0,1,0,3,3,0
titan souls,14.99,297130,0,0,0,3,3,0
thehunter: primal,9.99,322920,1,0,0,13,3,13
thehunter: primal,9.99,322920,0,1,0,13,3,13
thehunter: primal,9.99,322920,0,0,0,13,3,13
pillars of eternity,29.99,291650,0,0,0,4,1,4
"please, don’t touch anything",4.99,354240,0,0,0,3,1,2
voices from the sea,4.99,348620,0,1,0,5,0,5
voices from the sea,4.99,348620,0,0,0,5,0,5
voices from the sea,4.99,348620,0,0,1,5,0,5
doom &amp; destiny,9.99,318130,0,0,0,1,0,1
orbit hd,0.99,356380,0,1,0,1,0,1
orbit hd,0.99,356380,0,0,0,1,0,1
"it came from space, and ate our brains",9.99,342620,1,0,0,1,0,1
"it came from space, and ate our brains",9.99,342620,0,1,0,1,0,1
"it came from space, and ate our brains",9.99,342620,0,0,0,1,0,1
dead sea,4.99,350220,1,0,0,1,0,1
dead sea,4.99,350220,0,1,0,1,0,1
dead sea,4.99,350220,0,0,0,1,0,1
dyscourse,14.99,234920,0,1,0,1,0,1
dyscourse,14.99,234920,0,0,0,1,0,1
immune - true survival,0.99,348670,1,0,0,1,0,1
immune - true survival,0.99,348670,0,1,0,1,0,1
immune - true survival,0.99,348670,0,0,0,1,0,1
total war: attila - blood &amp; burning,2.99,335030,0,0,0,0,0,1
karate master 2 knock down blow,9.99,347670,1,0,0,0,1,0
karate master 2 knock down blow,9.99,347670,0,0,0,0,1,0
the elder scrolls® online: tamriel unlimited™,19.99,306130,0,0,0,22,4,22
chicken invaders 5,4.99,353090,1,0,0,1,0,1
chicken invaders 5,4.99,353090,0,0,0,1,0,1
zombie kill of the week - reborn,6.99,342300,1,0,0,1,1,0
zombie kill of the week - reborn,6.99,342300,0,0,0,1,1,0
hektor,9.99,334070,1,0,0,2,1,2
hektor,9.99,334070,0,1,0,2,1,2
hektor,9.99,334070,0,0,0,2,1,2
assassin’s creed® rogue,19.99,311560,1,0,0,4,0,4
assassin’s creed® rogue,19.99,311560,0,1,0,4,0,4
cities: skylines,29.99,255710,0,0,0,62,10,52
hotline miami 2: wrong number,14.99,274170,1,0,0,16,4,13
hotline miami 2: wrong number,14.99,274170,0,0,0,16,4,13
rer2 episode three: judgment,5.99,320350,1,0,0,1,0,1
rer2 episode three: judgment,5.99,320350,0,1,0,1,0,1
awesomenauts - wraithlord scoop announcer,3.99,351461,1,0,0,1,0,1
awesomenauts - wraithlord scoop announcer,3.99,351461,0,0,0,1,0,1
invisible apartment,23.96,351790,0,1,0,2,0,3
invisible apartment,23.96,351790,0,0,1,2,0,3
invisible apartment,23.96,351790,0,0,0,2,0,3
pregnancy,1.99,351900,0,0,0,2,0,2
savage lands,14.99,307880,1,0,0,6,2,7
savage lands,14.99,307880,0,1,0,6,2,7
savage lands,14.99,307880,0,0,0,6,2,7
plug &amp; play,2.99,353560,0,1,0,7,0,7
plug &amp; play,2.99,353560,0,0,0,7,0,7
zombie army trilogy,44.99,301640,1,0,0,9,6,7
five nights at freddy's 3,7.99,354140,1,0,0,26,6,21
five nights at freddy's 3,7.99,354140,0,0,0,26,6,21
runestone keeper,9.99,339400,0,0,0,1,0,1
the deer god,14.99,328940,0,0,0,2,0,2
the king of fighters 2002 unlimited match,14.99,222440,1,0,0,1,0,1
how do you do it?,0.0,353360,0,0,1,10,5,5
how do you do it?,0.0,353360,0,0,0,10,5,5
republique,24.99,317100,1,0,0,1,0,1
republique,24.99,317100,0,1,0,1,0,1
republique,24.99,317100,0,0,0,1,0,1
greyfox rpg,1.99,341310,0,1,0,2,0,2
greyfox rpg,1.99,341310,0,0,0,2,0,2
there came an echo,14.99,319740,0,0,0,2,0,3
robot roller-derby disco dodgeball,9.99,270450,1,0,0,8,1,7
robot roller-derby disco dodgeball,9.99,270450,0,0,0,8,1,7
medieval engineers,19.99,333950,1,0,0,11,2,12
medieval engineers,19.99,333950,0,0,0,11,2,12
reassembly,14.99,329130,1,0,0,3,2,1
reassembly,14.99,329130,0,0,0,3,2,1
battle of empires : 1914-1918 - russian empire,4.99,340610,1,0,0,1,0,1
battle of empires : 1914-1918 - russian empire,4.99,340610,0,0,0,1,0,1
decay: the mare,9.99,323720,0,1,0,1,0,1
decay: the mare,9.99,323720,0,0,0,1,0,1
the escapists,17.99,298630,1,0,0,42,5,40
the escapists,17.99,298630,0,1,0,42,5,40
the escapists,17.99,298630,0,0,0,42,5,40
david.,1.99,346180,1,0,0,1,0,1
david.,1.99,346180,0,0,0,1,0,1
total war: attila,44.99,325610,0,0,0,15,6,10
evolve stage 2,0.0,273350,1,0,0,39,9,39
evolve stage 2,0.0,273350,0,0,1,39,9,39
tasty blue,5.99,345200,1,0,0,3,0,3
tasty blue,5.99,345200,0,1,0,3,0,3
tasty blue,5.99,345200,0,0,0,3,0,3
stock car extreme,14.99,273840,0,0,0,1,0,1
tokyo school life,14.99,320760,0,1,0,3,2,1
terratech,19.99,285920,1,0,0,4,1,5
terratech,19.99,285920,0,0,0,4,1,5
goats on a bridge,4.99,335840,1,0,0,1,0,1
goats on a bridge,4.99,335840,0,0,0,1,0,1
survivalist,4.99,340050,1,0,0,1,1,0
survivalist,4.99,340050,0,1,0,1,1,0
survivalist,4.99,340050,0,0,0,1,1,0
eden*,19.99,315810,0,1,0,3,1,2
the interview,1.99,348380,0,1,0,1,1,1
the interview,1.99,348380,0,0,0,1,1,1
castle in the darkness,9.99,262960,1,0,0,1,1,0
castle in the darkness,9.99,262960,0,1,0,1,1,0
castle in the darkness,9.99,262960,0,0,0,1,1,0
cities xxl,9.99,313010,0,0,0,0,0,2
particula,0.99,343360,0,0,0,1,0,1
cafe 0 ~the drowned mermaid~,6.99,335660,0,1,0,0,0,1
cafe 0 ~the drowned mermaid~,6.99,335660,0,0,0,0,0,1
hyperdimension neptunia re;birth1 / 超次次元ゲイム ネプテューヌre;birth1 / 超次次元遊戲戰機少女重生1,29.99,282900,0,0,0,23,1,23
life is strange - episode 1,0.0,319630,1,0,0,115,19,101
life is strange - episode 1,0.0,319630,0,1,0,115,19,101
transformice,0.0,335240,0,0,1,20,2,21
transformice,0.0,335240,0,0,0,20,2,21
stardust vanguards,3.99,341530,1,0,0,1,0,1
stardust vanguards,3.99,341530,0,0,0,1,0,1
air guardians,2.99,342230,1,0,0,0,0,1
air guardians,2.99,342230,0,0,0,0,0,1
besiege,7.99,346010,0,0,0,62,18,45
gear up,0.0,214420,1,0,0,15,4,21
gear up,0.0,214420,0,0,1,15,4,21
gear up,0.0,214420,0,0,0,15,4,21
heroes® of might &amp; magic® iii - hd edition,14.99,297000,0,0,0,0,0,3
the old tree,0.0,346250,0,1,0,4,0,4
the old tree,0.0,346250,0,0,0,4,0,4
the old tree,0.0,346250,0,0,1,4,0,4
dying light,39.99,239140,1,0,0,60,11,50
dying light,39.99,239140,0,0,0,60,11,50
8bitmmo,0.0,250420,1,0,0,22,8,30
8bitmmo,0.0,250420,0,1,0,22,8,30
8bitmmo,0.0,250420,0,0,1,22,8,30
8bitmmo,0.0,250420,0,0,0,22,8,30
grim fandango remastered,14.99,316790,0,1,0,4,0,4
phantom breaker: battle grounds,11.99,329490,1,0,0,3,2,1
caesaria,0.0,327640,0,0,1,3,0,4
caesaria,0.0,327640,0,0,0,3,0,4
survivor squad,2.99,258050,1,0,0,1,0,1
survivor squad,2.99,258050,0,0,0,1,0,1
saints row: gat out of hell,14.99,301910,1,0,0,12,4,11
echoes+,0.0,338000,1,0,0,6,1,5
echoes+,0.0,338000,0,0,1,6,1,5
echoes+,0.0,338000,0,0,0,6,1,5
deer hunt legends,4.99,328670,1,0,0,0,1,0
deer hunt legends,4.99,328670,0,0,0,0,1,0
disillusions manga horror,0.99,343270,0,1,0,0,0,1
disillusions manga horror,0.99,343270,0,0,0,0,0,1
teddy floppy ear - kayaking,4.99,340310,0,1,0,1,0,1
teddy floppy ear - kayaking,4.99,340310,0,0,0,1,0,1
tales of aravorn: seasons of the wolf,24.99,333390,0,1,0,1,0,1
tales of aravorn: seasons of the wolf,24.99,333390,0,0,0,1,0,1
double dragon trilogy,5.99,314150,1,0,0,1,0,1
retention,0.99,339470,0,1,0,0,0,2
retention,0.99,339470,0,0,0,0,0,2
magic barrage - bitferno,0.0,335150,0,0,1,1,0,1
"war, the game",6.99,322900,0,0,0,1,0,1
alphadia genesis,9.99,323450,1,0,0,1,0,1
alphadia genesis,9.99,323450,0,1,0,1,0,1
alphadia genesis,9.99,323450,0,0,0,1,0,1
warhammer quest,14.99,326670,0,0,0,0,1,0
sky gamblers: storm raiders,9.99,304910,1,0,0,1,0,1
sky gamblers: storm raiders,9.99,304910,0,0,0,1,0,1
grav,19.99,332500,1,0,0,5,3,7
grav,19.99,332500,0,1,0,5,3,7
grav,19.99,332500,0,0,0,5,3,7
the repopulation,19.99,322300,0,0,0,0,1,0
microsoft flight simulator x: steam edition,24.99,314160,0,0,0,8,1,7
ultimate vault hunter upgrade pack: the holodome onslaught,9.99,289881,1,0,0,0,3,0
ultimate vault hunter upgrade pack: the holodome onslaught,9.99,289881,0,0,0,0,3,0
the king of fighters '98 ultimate match final edition,14.99,222420,1,0,0,0,0,1
total war: rome ii - wrath of sparta campaign pack,14.99,327280,0,0,0,1,0,1
the talos principle,39.99,257510,1,0,0,8,0,8
the talos principle,39.99,257510,0,1,0,8,0,8
the talos principle,39.99,257510,0,0,0,8,0,8
xeodrifter™,9.99,319140,1,0,0,1,0,1
xeodrifter™,9.99,319140,0,0,0,1,0,1
mount &amp; blade: warband - viking conquest reforged edition,14.99,321300,1,0,0,6,0,6
mount &amp; blade: warband - viking conquest reforged edition,14.99,321300,0,0,0,6,0,6
brick-force,0.0,335330,1,0,0,3,5,15
brick-force,0.0,335330,0,0,1,3,5,15
nanofights,2.99,335890,0,0,0,0,0,1
lara croft and the temple of osiris™,19.99,289690,1,0,0,1,1,1
lara croft and the temple of osiris™,19.99,289690,0,1,0,1,1,1
school of dragons,0.0,332070,0,1,0,4,5,4
school of dragons,0.0,332070,0,0,1,4,5,4
school of dragons,0.0,332070,0,0,0,4,5,4
starmade,14.99,244770,1,0,0,4,2,3
starmade,14.99,244770,0,1,0,4,2,3
starmade,14.99,244770,0,0,0,4,2,3
dead state: reanimated,19.99,239840,0,0,0,3,1,2
deadnaut,9.99,337040,0,0,0,1,1,0
middle-earth: shadow of mordor - flame of anor rune,0.99,313375,1,0,0,1,0,1
middle-earth: shadow of mordor - flame of anor rune,0.99,313375,0,1,0,1,0,1
thief town,7.99,331220,1,0,0,1,0,1
thief town,7.99,331220,0,0,0,1,0,1
fault - milestone one,14.99,286260,0,1,0,1,0,1
cubez,7.99,314300,1,0,0,0,0,1
cubez,7.99,314300,0,1,0,0,0,1
cubez,7.99,314300,0,0,0,0,0,1
the crew™,29.99,241560,1,0,0,10,2,11
the crew™,29.99,241560,0,0,0,10,2,11
the crew™ season pass,19.99,315396,1,0,0,1,0,1
the crew™ season pass,19.99,315396,0,0,0,1,0,1
game of thrones - a telltale games series,29.99,330840,0,1,0,22,4,21
potatoman seeks the troof,3.99,328500,0,0,0,2,0,2
the old city: leviathan,5.99,297350,0,1,0,2,0,2
the old city: leviathan,5.99,297350,0,0,0,2,0,2
rugby union team manager 2015,19.99,328830,1,0,0,1,0,1
rugby union team manager 2015,19.99,328830,0,0,0,1,0,1
euro truck simulator 2 - christmas paint jobs pack,1.99,318520,0,0,0,1,0,1
quantum rush champions,9.99,317440,1,0,0,1,1,1
quantum rush champions,9.99,317440,0,0,0,1,1,1
geometry wars™ 3: dimensions evolved,14.99,310790,1,0,0,3,1,2
tales from the borderlands,24.99,330830,0,1,0,41,4,38
instant dungeon!,1.99,326720,1,0,0,0,0,1
instant dungeon!,1.99,326720,0,0,0,0,0,1
lost saga na,0.0,266150,1,0,0,1,1,1
lost saga na,0.0,266150,0,0,0,1,1,1
lost saga na,0.0,266150,0,0,1,1,1,1
akaneiro: demon hunters,0.0,230310,1,0,0,1,0,1
akaneiro: demon hunters,0.0,230310,0,0,1,1,0,1
akaneiro: demon hunters,0.0,230310,0,0,0,1,0,1
the jackbox party pack,24.99,331670,0,0,0,3,0,3
final rush,4.99,263480,1,0,0,2,1,1
final rush,4.99,263480,0,0,0,2,1,1
this war of mine,19.99,282070,0,1,0,41,19,22
this war of mine,19.99,282070,0,0,0,41,19,22
lords of xulima,19.99,296570,0,0,0,1,0,1
bloons td 5,9.99,306020,1,0,0,9,0,9
bloons td 5,9.99,306020,0,0,0,9,0,9
everlasting summer,0.0,331470,0,1,0,14,0,15
everlasting summer,0.0,331470,0,0,0,14,0,15
everlasting summer,0.0,331470,0,0,1,14,0,15
dragon: the game,17.99,305960,1,0,0,0,0,1
dragon: the game,17.99,305960,0,0,0,0,0,1
eldevin,0.0,298160,0,0,0,5,0,6
eldevin,0.0,298160,0,0,1,5,0,6
five nights at freddy's 2,7.99,332800,0,0,0,58,10,50
assassin's creed® unity,29.99,289650,1,0,0,20,14,22
assassin's creed® unity,29.99,289650,0,1,0,20,14,22
valkyria chronicles™,19.99,294860,1,0,0,14,2,13
valkyria chronicles™,19.99,294860,0,0,0,14,2,13
handsome jack doppelganger pack,9.99,275690,1,0,0,1,0,1
handsome jack doppelganger pack,9.99,275690,0,0,0,1,0,1
retro city rampage™ dx,14.99,204630,1,0,0,7,1,6
retro city rampage™ dx,14.99,204630,0,1,0,7,1,6
retro city rampage™ dx,14.99,204630,0,0,0,7,1,6
lego® batman™3: beyond gotham,19.99,313690,1,0,0,5,1,5
lego® batman™3: beyond gotham,19.99,313690,0,1,0,5,1,5
world of subways 1 – the path,9.99,306370,0,0,0,0,0,1
naruto shippuden: ultimate ninja storm revolution - dlc10 reanimation-before death pack,1.99,318710,1,0,0,1,0,1
naruto shippuden: ultimate ninja storm revolution - dlc10 reanimation-before death pack,1.99,318710,0,1,0,1,0,1
deep eclipse: new space odyssey,5.99,326990,1,0,0,1,0,1
deep eclipse: new space odyssey,5.99,326990,0,0,0,1,0,1
the detail,3.99,319970,0,1,0,1,0,1
the detail,3.99,319970,0,0,0,1,0,1
lords of the fallen™,29.99,265300,1,0,0,2,2,4
lords of the fallen™,29.99,265300,0,0,0,2,2,4
the forest of doom,4.99,270490,0,1,0,2,0,2
the forest of doom,4.99,270490,0,0,0,2,0,2
majestic nights,4.99,284140,1,0,0,1,0,1
majestic nights,4.99,284140,0,1,0,1,0,1
majestic nights,4.99,284140,0,0,0,1,0,1
axyos,7.99,318100,1,0,0,1,0,2
axyos,7.99,318100,0,0,0,1,0,2
call of duty®: advanced warfare - gold edition,59.99,209650,1,0,0,42,18,49
call of duty®: advanced warfare - season pass,49.99,317660,1,0,0,1,1,2
depth,19.99,274940,1,0,0,46,5,43
depth,19.99,274940,0,0,0,46,5,43
skara - the blade remains,0.0,274620,1,0,0,0,1,0
skara - the blade remains,0.0,274620,0,0,1,0,1,0
skara - the blade remains,0.0,274620,0,0,0,0,1,0
dungeon of the endless™,11.99,249050,0,1,0,12,3,9
dungeon of the endless™,11.99,249050,0,0,0,12,3,9
hardland,14.99,321980,1,0,0,1,0,1
hardland,14.99,321980,0,1,0,1,0,1
hardland,14.99,321980,0,0,0,1,0,1
double action: boogaloo,0.0,317360,1,0,0,44,8,37
double action: boogaloo,0.0,317360,0,0,1,44,8,37
double action: boogaloo,0.0,317360,0,0,0,44,8,37
sid meier's civilization®: beyond earth™,39.99,65980,0,0,0,24,1,33
squishy the suicidal pig,1.99,318430,0,1,0,16,6,12
squishy the suicidal pig,1.99,318430,0,0,0,16,6,12
ziggurat,14.99,308420,1,0,0,8,1,8
ziggurat,14.99,308420,0,0,0,8,1,8
paranautical activity: deluxe atonement edition,9.99,250580,1,0,0,5,1,5
paranautical activity: deluxe atonement edition,9.99,250580,0,0,0,5,1,5
door kickers,19.99,248610,1,0,0,9,2,7
door kickers,19.99,248610,0,0,0,9,2,7
jagged alliance flashback,19.99,256010,0,0,0,1,1,1
deadcore,9.99,284460,1,0,0,3,0,3
deadcore,9.99,284460,0,0,0,3,0,3
supreme ruler ultimate,19.99,314980,0,0,0,1,0,1
eufloria hd,14.99,221180,0,0,0,1,0,1
legend of grimrock 2,23.99,251730,0,1,0,2,1,1
legend of grimrock 2,23.99,251730,0,0,0,2,1,1
salt,14.99,327860,1,0,0,3,0,3
salt,14.99,327860,0,1,0,3,0,3
salt,14.99,327860,0,0,0,3,0,3
pox nora,0.0,201210,0,0,1,1,0,1
pox nora,0.0,201210,0,0,0,1,0,1
borderlands: the pre-sequel,39.99,261640,1,0,0,58,9,60
borderlands: the pre-sequel,39.99,261640,0,0,0,58,9,60
sleeping dogs: definitive edition,29.99,307690,1,0,0,7,0,7
sleeping dogs: definitive edition,29.99,307690,0,1,0,7,0,7
sleeping dogs: definitive edition,29.99,307690,0,0,0,7,0,7
a.r.e.s. extinction agenda ex,9.99,315340,1,0,0,0,0,1
a.r.e.s. extinction agenda ex,9.99,315340,0,0,0,0,0,1
damned,9.99,251170,0,1,0,9,5,7
disney•pixar cars 2: the video game,19.99,301760,1,0,0,1,1,1
disney•pixar cars 2: the video game,19.99,301760,0,1,0,1,1,1
disney•pixar cars 2: the video game,19.99,301760,0,0,0,1,1,1
alien: isolation,39.99,214490,1,0,0,41,6,37
disney•pixar toy story 3: the video game,19.99,300820,1,0,0,0,0,1
disney•pixar toy story 3: the video game,19.99,300820,0,1,0,0,0,1
final fantasy® xiii,15.99,292120,0,0,0,8,2,9
ryse: son of rome,19.99,302510,1,0,0,6,2,5
save the furries,6.99,325110,0,0,0,1,0,1
disney universe,19.99,316260,1,0,0,1,0,1
disney universe,19.99,316260,0,1,0,1,0,1
cavern kings,9.99,321830,1,0,0,3,0,3
cavern kings,9.99,321830,0,0,0,3,0,3
skullgirls: eliza,1.99,245176,1,0,0,3,1,2
skullgirls: eliza,1.99,245176,0,0,0,3,1,2
